text,label
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxxx5017LYH1XZ2D, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SEAMLSSINDIANKITCHEN, xxxxxx1020   NY, REF NO 5xxxx5017LR16P7GM, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"LYFT   *RIDE SAT 12PM, xxxxxx0278   CA, REF NO 5xxxx5019JHD82STS, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE SUN 1PM, xxxxxx0278   CA, REF NO 5xxx9501AJHDN9ASM, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SEAMLSSWASABISUSHI, xxxxxx1020   NY, REF NO 5xxxx5018LR6ER9XB, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"LYFT   *RIDE SAT 9AM, xxxxxx0278   CA, REF NO 5xxxx5018JHBY6J6P, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE FRI 6AM, xxxxxx0278   CA, REF NO 5xxxx5018JHBPDZZL, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxxxxxx9005RE59D, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xxxx4818LYJQ1WM8, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1918GVHNVV1B, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx1913, SYSTEM GENERATED 2xxx-x2-11T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx1914, SYSTEM GENERATED 2xxx-x2-11T00:00:00.000Z",TRANSFER
"RIDESHARE BENEFIT, , REF NO Fxxx0001B000R2999, TRAN CD 271 SIC CD 5999",LIVING-EXPENSES
"RIDESHARE BENEFIT, , REF NO Fxxx0001B000R2999, TRAN CD 271 SIC CD 5999",LIVING-EXPENSES
"RIDESHARE BENEFIT, , REF NO Fxxx0001B000R2999, TRAN CD 271 SIC CD 5999",LIVING-EXPENSES
"RIDESHARE BENEFIT, , REF NO Fxxx0001B000R2999, TRAN CD 271 SIC CD 5999",LIVING-EXPENSES
"LYFT   *RIDE SUN 7PM, xxxxxx0278   CA, REF NO 5xxx9501BJHEZMNKB, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SEAMLSSVINNIESPIZZERI, xxxxxx1020   NY, REF NO 5xxx9501ALY0JDSFA, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"RIDESHARE BENEFIT, , REF NO Fxxx0001C000R2999, TRAN CD 271 SIC CD 6012",LIVING-EXPENSES
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxx6841Q005LZ1LZ, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"PAYMENT TO VENMO-PAYMENT, YPEPx2506, SYSTEM GENERATED 2xxx-x2-14T00:00:00.000Z",TRANSFER
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxx2861Q2XEHLHNR, TRAN CD 253 SIC CD 7230",LIFESTYLE
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0191QGVGTA5L2, TRAN CD 253 SIC CD 5814",MISC
DIVIDEND RECEIVED APPLE INC COM USD0.x0001,INVESTMENTS
"SP * CHOCOLATE BY JI, DEER PARK    NY, REF NO 5xxx9501EJHJH7N1H, TRAN CD 253 SIC CD 5499",MISC
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxx6841E007DFPJZ, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"CVS/PHARMACY #x4958, BROOKLYN     NY, REF NO 0xxx6841E00BTXPA5, TRAN CD 253 SIC CD 5912",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0191DGVGTZ98N, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx7320, SYSTEM GENERATED 2xxx-x2-15T00:00:00.000Z",TRANSFER
DIVIDEND RECEIVED KINDER MORGAN INC COM USD0.01,INVESTMENTS
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxx9501ELWHELNZR, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"BOBBY VANS STEAKHOUSE, NEW YORK     NY, REF NO 0xxx4611F00DLQ6RW, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"NEXT CLEANERS, KEARNY       NJ, REF NO 5xxx1351EQJSQR3S2, TRAN CD 253 SIC CD 7216",LIVING-EXPENSES
"LYFT   *RIDE SAT 8PM, xxxxxx0278   CA, REF NO 5xxx9501GJHN799TM, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE SUN 11AM, xxxxxx0278   CA, REF NO 5xxx9501GJHNDKT91, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"NEIGHBORHOOD DELI GROC, NEW YORK     NY, REF NO 5xxx0201H5SLT0HBK, TRAN CD 253 SIC CD 5411",MISC
"WHISK, BROOKLYN     NY, REF NO 2xxx4671G01HBB6EG, TRAN CD 253 SIC CD 5719",MISC
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxx6841H0056JWMV, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"MAYSVILLE, NEW YORK     NY, REF NO 7xxx7541G5DT3LD2N, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"LYFT   *RIDE SAT 6PM, xxxxxx0278   CA, REF NO 5xxx9501FJHMH1B6P, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0191FGVHMV5A4, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0191FGVGS5AN8, TRAN CD 253 SIC CD 5814",MISC
"RIDESHARE BENEFIT, , REF NO Fxxx0001J000R2999, TRAN CD 271 SIC CD 0012",LIVING-EXPENSES
"RIDESHARE BENEFIT, , REF NO Fxxx0001J000R2999, TRAN CD 271 SIC CD 0012",LIVING-EXPENSES
"LYFT   *RIDE SUN 2PM, xxxxxx0278   CA, REF NO 5xxx9501HJHPN9RF6, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxx6841J005X2QW8, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"PAYMENT TO VENMO-PAYMENT, YPExx9451, SYSTEM GENERATED 2xxx-x2-19T00:00:00.000Z",TRANSFER
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2861J2XT3TQVD, TRAN CD 253 SIC CD 5734",SUBSCRIPTION
"SQU*SQ *METRO LOBBY ST, NEW YORK     NY, REF NO 5xxx2861J2XTWKN16, TRAN CD 253 SIC CD 5499",MISC
"LYFT   *RIDE TUE 6PM, xxxxxx0278   CA, REF NO 5xxx9501KJHT7106H, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *CANCEL FEE, xxxxxx0278   CA, REF NO 5xxx9501KJHSD5156, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"NYCTAXI3E65, NEW YORK     NY, REF NO 0xxx0191K2KV0TVVA, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0191KGVGS1QDV, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPEPx3271, SYSTEM GENERATED 2xxx-x2-21T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPEPx3270, SYSTEM GENERATED 2xxx-x2-21T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPEPx3269, SYSTEM GENERATED 2xxx-x2-21T00:00:00.000Z",TRANSFER
"DEPOSIT FROM SG AMERICAS,            SECU-DIRECT PAY, YPEPx6766, SYSTEM GENERATED 2xxx-x2-21T00:00:00.000Z",INCOME
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx6765, SYSTEM GENERATED 2xxx-x2-21T00:00:00.000Z",INCOME
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxx3521M5SFMQH4T, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"ALAMO CITY POINT RETAI, xxx-xxx-7060 NY, REF NO 0xxx6841MEHTMXDLY, TRAN CD 253 SIC CD 7832",MISC
"HAPPY ENDINGS, NEW YORK     NY, REF NO 7xxx7541L5EKXY88Q, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"LYFT   *RIDE WED 10PM, xxxxxx0278   CA, REF NO 5xxx9501LJHSMFNQ2, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE WED 7PM, xxxxxx0278   CA, REF NO 5xxx9501LJHSK6GGY, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3521LLAV21A2B, TRAN CD 253 SIC CD 5814",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0191LGVGT9PN1, TRAN CD 253 SIC CD 5814",MISC
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxx6841N006DMGB5, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxx9501MLWQTKNLM, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SQU*SQ *METRO LOBBY ST, NEW YORK     NY, REF NO 5xxx2861M5SK2ZVQ5, TRAN CD 253 SIC CD 5499",MISC
"SQ *SQ *HONEST CHOPS B, NEW YORK     NY, REF NO 5xxx2861M5SM0QWA4, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"LYFT   *RIDE WED 11PM, xxxxxx0278   CA, REF NO 5xxx9501MJHVXJHF7, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"QUIP NYC INC, xxxxxx7847   NY, REF NO 5xxx9501PJHYVDDVL, TRAN CD 253 SIC CD 7298",MISC
"LYFT   *RIDE SAT 8PM, xxxxxx0278   CA, REF NO 5xxx9501PJHZ0MDBH, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE SUN 12PM, xxxxxx0278   CA, REF NO 5xxx9501PJHZ8JWAD, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"NETFLIX.COM, NETFLIX.COM  CA, REF NO 5xxx2861P5SYXESYL, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xxx0481NLYJBZYHJ, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"ALAMO CITY POINT REST, BROOKLYN     NY, REF NO 0xxx6841P8PJLJ2JK, TRAN CD 253 SIC CD 5812",MISC
"LYFT   *RIDE SAT 5PM, xxxxxx0278   CA, REF NO 5xxx9501PJHYBT08J, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0191NGVGSDBP5, TRAN CD 253 SIC CD 5814",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0191NGVGTJ5YH, TRAN CD 253 SIC CD 5814",MISC
"NEXT CLEANERS, KEARNY       NJ, REF NO 5xxx1351NQJSQR2E7, TRAN CD 253 SIC CD 7216",LIVING-EXPENSES
"PAYMENT TO VENMO-PAYMENT, YPExx9982, SYSTEM GENERATED 2xxx-x2-25T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx9981, SYSTEM GENERATED 2xxx-x2-25T00:00:00.000Z",TRANSFER
"SEAMLSSINDIANKITCHEN, xxxxxx1020   NY, REF NO 5xxx9501RLVWLVJ20, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"LYFT   *RIDE SUN 3PM, xxxxxx0278   CA, REF NO 5xxx9501RJJ0HSLM6, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SPOTIFY USA, NEW YORK     NY, REF NO 1xxx0211R9F208A08, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxx6841T005WN197, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxx6841Sxx6054MV, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxx2861V5ST8ZNMY, TRAN CD 253 SIC CD 7230",LIFESTYLE
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0191SGVSL26HG, TRAN CD 253 SIC CD 5814",MISC
"ONLINE TRANSFER TO,            CARD xxxx xxxx xxxx 3038,            ON 02/28/2019,            HIB- 3xxxx2722XUGP3DLDXE, IBxxx9335, INTERNET BANKING 2xxx-x2-28T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx4747, SYSTEM GENERATED 2xxx-x2-28T00:00:00.000Z",TRANSFER
INTEREST EARNED CASH,MISC
REINVESTMENT CASH,INVESTMENTS
"PAYMENT - THANK YOU, , REF NO 8xxx5311WEHN64Z8Z, TRAN CD 271 SIC CD 6010",TRANSFER
"SQ *SQ *OVENLY WILLIAM, BROOKLYN     NY, REF NO 5xxx2861W5V1DY1FN, TRAN CD 253 SIC CD 5499",MISC
"VERIZON*RECURRING PAY, 800-VERIZON  FL, REF NO 5xxx2861V5SXV1PRD, TRAN CD 253 SIC CD 4899",LIVING-EXPENSES
"MTA*METROCARD MACHINE, NEW YORK     NY, REF NO 5xxx2861V5SVL0X3D, TRAN CD 253 SIC CD 4111",LIVING-EXPENSES
"MTA*METROCARD MACHINE, NEW YORK     NY, REF NO 5xxx2861V5SVKM8H5, TRAN CD 253 SIC CD 4111",LIVING-EXPENSES
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0191VGVHZQBQA, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0191VGVHD0WAF, TRAN CD 253 SIC CD 5814",MISC
"ONLINE TRANSFER FROM,            SAV xxxxx1063,            ON 03/01/2019,            HIB- 1xxxx6742XUHGRVYD2H, IBxxx9207, INTERNET BANKING 2xxx-x3-01T00:00:00.000Z",TRANSFER
"DEPOSIT FROM,            VENMO-CASHOUT, YPEPx0131, SYSTEM GENERATED 2xxx-x3-01T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER TO,            CHK xxxxx8911,            ON 03/01/2019,            HIB- 1xxxx6742XUHGRVYD2H, IBxxx9207, INTERNET BANKING 2xxx-x3-01T00:00:00.000Z",TRANSFER
DIVIDEND RECEIVED ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
FOREIGN TAX PAID ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
"BOBBY VANS STEAKHOUSE, NEW YORK     NY, REF NO 0xxx4611X00E6HBR3, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxx9501WLRJVLWD0, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"20 NORTH 5TH STREET DE, BROOKLYN     NY, REF NO 8xxx8141WWGNY9RAG, TRAN CD 253 SIC CD 5411",MISC
"PUBLIX SUPERMARKETS #1, KEY WEST     FL, REF NO 0xxx6841Z008KGPTF, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxx3521Z5V5415VL, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"SEAMLSSJUNIPER, xxxxxx1020   NY, REF NO 5xxx9501YLWH3KK1N, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"UBER TECHNOLOGIES INC, xxx-xxx-1039 CA, REF NO 5xxx2861Y5SS1TZG7, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"WALGREENS #x1481, FLORIDA CITY FL, REF NO 0xxx6841Y008TELB7, TRAN CD 253 SIC CD 5912",LIVING-EXPENSES
"HUDSONNEWS  ST26, FLUSHING     NY, REF NO 5xxx0201YRQEBB52D, TRAN CD 253 SIC CD 5994",MISC
"LYFT   *RIDE SAT 10AM, xxxxxx0278   CA, REF NO 5xxx9501XJHA8RG5M, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0191XGVGTXX0F, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0191XGVGT8E25, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0191XGVGT8GQW, TRAN CD 253 SIC CD 5814",MISC
"CITY OF KEY WEST KW BI, KEY WEST     FL, REF NO 5xxxxxxx0614M5W4Q, TRAN CD 253 SIC CD 9399",LIVING-EXPENSES
"WINN-DIXIE   #0317, KEY WEST     FL, REF NO 0xxxxxxxx0096Q9LQ, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"B.O.S FISH WAGON, KEY WEST     FL, REF NO 0xxx6631Z8PL0V7T1, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"KEY WEST PARKING METER, KEY WEST     FL, REF NO 5xxx7501Z5SB2ZG5K, TRAN CD 253 SIC CD 7523",LIVING-EXPENSES
"INT*IN *KERMIT'S KEY W, KEY WEST     FL, REF NO 5xxx2861Z5V0KH11R, TRAN CD 253 SIC CD 5499",LIVING-EXPENSES
"AZUR RESTAURANT, KEY WEST     FL, REF NO 5xxx1351Z9KE6RYKM, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"ONLINE TRANSFER FROM,            SAV xxxxx1063,            ON 03/05/2019,            HIB- 7xxx6965XULRL4LG89, IBxxx9418, INTERNET BANKING 2xxx-x3-05T00:00:00.000Z",TRANSFER
"PAYMENT TO HSBC,            ONLINE-TRANSFER, YPExx7513, SYSTEM GENERATED 2xxx-x3-05T00:00:00.000Z",TRANSFER
"PAYMENT TO VENMO-PAYMENT, YPExx7512, SYSTEM GENERATED 2xxx-x3-05T00:00:00.000Z",TRANSFER
"DEPOSIT FROM,            VENMO-CASHOUT, YPEPx1705, SYSTEM GENERATED 2xxx-x3-05T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER TO,            CHK xxxxx8911,            ON 03/05/2019,            HIB- 7xxx6965XULRL4LG89, IBxxx9418, INTERNET BANKING 2xxx-x3-05T00:00:00.000Z",TRANSFER
"MOONDOG CAFE, KEY WEST     FL, REF NO 5xxxxxxxx0000H20J, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"AMAZON.COM*MI20N59F0, AMZN.COM/BILLWA, REF NO 5xxxxx6205V5NQNVB, TRAN CD 253 SIC CD 5942",TRANSFER
"FEDERAL TAX WITHHELD, ZDDxx5099, SYSTEM GENERATED 2xxx-x3-06T00:00:00.000Z",MISC
"INTEREST PAID FROM,            02/06/19 THRU 03/05/19, ZDDxx5099, SYSTEM GENERATED 2xxx-x3-06T00:00:00.000Z",MISC
"IPHONE CITIZENSONELOAN, BRIDGEPORT   CT, REF NO 8xxxxx3212NPNW73F, TRAN CD 253 SIC CD 6012",PHONE
"PUBLIX #500, KEY WEST     FL, REF NO 0xxxxxxx2009F565Z, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"MARQUESA CAFE, KEY WEST     FL, REF NO 8xxxx9921S66FJAMR, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"ONLINE TRANSFER TO,            SAV xxxxx1063,            ON 03/07/2019,            HIB- 4xxxx5157XUOF1D4MVC, IBxxx0351, INTERNET BANKING 2xxx-x3-07T00:00:00.000Z",TRANSFER
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx6312, SYSTEM GENERATED 2xxx-x3-07T00:00:00.000Z",INCOME
"ONLINE TRANSFER FROM,            CHK xxxxx8911,            ON 03/07/2019,            HIB- 4xxxx5157XUOF1D4MVC, IBxxx0351, INTERNET BANKING 2xxx-x3-07T00:00:00.000Z",TRANSFER
"SEVEN FISH, KEY WEST     FL, REF NO 5xxxxxx2261NJAWAJ, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"KEY WEST PARKING METER, KEY WEST     FL, REF NO 5xxxxx0225SB2ZFRS, TRAN CD 253 SIC CD 7523",LIVING-EXPENSES
"DATE & THYME, KEY WEST     FL, REF NO 0xxxxx7225S9YFV5W, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"DATE & THYME, KEY WEST     FL, REF NO 0xxxxx7225S9YFV06, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"INTEREST PAID FROM,            02/08/19 THRU 03/07/19, ZDDxx5497, SYSTEM GENERATED 2xxx-x3-08T00:00:00.000Z",MISC
"AT&T*BILL PAYMENT, xxxxxx0500   TX, REF NO 5xxxxx7232D9LYV73, TRAN CD 253 SIC CD 4814",PHONE
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxxxx6235SV4DGKE, TRAN CD 253 SIC CD 5734",SUBSCRIPTION
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxxxx6235SV4BKBJ, TRAN CD 253 SIC CD 5734",SUBSCRIPTION
"PUBLIX SUPERMARKETS #1, KEY WEST     FL, REF NO 0xxxxxx2400AAMYXA, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"SEAMLSSINDIANKITCHEN, xxxxxx1020   NY, REF NO 5xxxx5026LRJS8GTD, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"LYFT   *RIDE SUN 1PM, xxxxxx0278   CA, REF NO 5xxxx5025JHM46JHT, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE SUN 12PM, xxxxxx0278   CA, REF NO 5xxxx5025JHM2VZ2K, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"TST* AMARA AT PARAISO, MIAMI        FL, REF NO 0xxxx8425EHSFT5ZD, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"BROOKLYN HARVEST MAR, BROOKLYN     NY, REF NO 0xxxx4825LYJ9VGV9, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"TAXI SVC LONG ISALND C, ASTORIA      NY, REF NO 5xxxx4025DBW7KXZJ, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"AMERICAN xxxxxxxxx8952, MIAMI        FL, REF NO 5xxxx3425TAWLGNJ6, TRAN CD 253 SIC CD 3001",LIVING-EXPENSES
"EXXONMOBIL    xxxx0053, ISLAMORADA   FL, REF NO 0xxxx8025B01AH8WD, TRAN CD 253 SIC CD 5542",LIVING-EXPENSES
"BANANA CAFE, KEY WEST     FL, REF NO 8xxxx3125LBZW4NYX, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"DATE & THYME, KEY WEST     FL, REF NO 0xxxxx7245SA5WDX2, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"PAYMENT TO VENMO-PAYMENT, YPExx6829, SYSTEM GENERATED 2xxx-x3-11T00:00:00.000Z",TRANSFER
"LYFT   *RIDE SUN 6PM, xxxxxx0278   CA, REF NO 5xxxx5026JHNV2DAB, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"WHOLEFDS WBG#x0487, BROOKLYN     NY, REF NO 0xxxxxxxx0067PT8Z, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"PAYMENT TO 2 NORTH 6TH,            PLAC-WEB PMTS, YPEPx6524, SYSTEM GENERATED 2xxx-x3-13T00:00:00.000Z",LIVING-EXPENSES
"PAYMENT TO VENMO-PAYMENT, YPEPx8809, SYSTEM GENERATED 2xxx-x3-14T00:00:00.000Z",TRANSFER
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx5916, SYSTEM GENERATED 2xxx-x3-14T00:00:00.000Z",INCOME
"PAYMENT TO VENMO-PAYMENT, YPEPx7052, SYSTEM GENERATED 2xxx-x3-28T00:00:00.000Z",TRANSFER
"WPY*YAI, xxx-xxx3729  CA, REF NO 7xxx8232M21KFT9JX, TRAN CD 253 SIC CD 8398",MISC
"SQU*SQ *DR SMOOD LEXIN, NEW YORK     NY, REF NO 5xxx2862M5SVFXP1J, TRAN CD 253 SIC CD 5812",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0192MGVGTFNWF, TRAN CD 253 SIC CD 5814",MISC
"INTUIT *TURBOTAX, xxx-xxx-8848 CA, REF NO 5xxx2862L5SLJEVD9, TRAN CD 253 SIC CD 5734",MISC
"LYFT   *RIDE SUN 2PM, xxxxxx0278   CA, REF NO 5xxx9502LJHB00EQ9, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SPOTIFY USA, NEW YORK     NY, REF NO 1xxx0212L91TPHN5M, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"LIC MARKET, LONG ISLAND CNY, REF NO 5xxx1352L35MFANPY, TRAN CD 253 SIC CD 5812",MISC
"PAYMENT TO IRS-USATAXPYM, YPEPx5401, SYSTEM GENERATED 2xxx-x3-26T00:00:00.000Z",INCOME
"TST* 16 HANDLES - WILL, BROOKLYN     NY, REF NO 0xxx6842LEHT4E94R, TRAN CD 253 SIC CD 5812",MISC
"NETFLIX.COM, NETFLIX.COM  CA, REF NO 5xxx2862K5SDXK5EB, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"LYFT   *RIDE SUN 11AM, xxxxxx0278   CA, REF NO 5xxx9502KJH9KDSLG, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE SAT 4PM, xxxxxx0278   CA, REF NO 5xxx9502KJH9HE6LR, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"MARTHA S COUNTRY BAKER, BROOKLYN     NY, REF NO 7xxx6372K10D419PE, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"LYFT   *RIDE SAT 3PM, xxxxxx0278   CA, REF NO 5xxx9502JJH8KBX5L, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"LYFT   *RIDE SAT 12PM, xxxxxx0278   CA, REF NO 5xxx9502JJH8HRTG9, TRAN CD 253 SIC CD 4121",LIVING-EXPENSES
"SMILE DESIGN NYC DENTA, BROOKLYN     NY, REF NO 0xxx7422Kxxxx8435, TRAN CD 253 SIC CD 8021",LIVING-EXPENSES
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3522JLAJT3DYT, TRAN CD 253 SIC CD 5814",MISC
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3522JLAJPZD06, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0192JGVHNGFGS, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx7701, SYSTEM GENERATED 2xxx-x3-25T00:00:00.000Z",TRANSFER
"SQU*SQ *METRO LOBBY ST, NEW YORK     NY, REF NO 5xxx2862H5SYE0E0W, TRAN CD 253 SIC CD 5499",MISC
"SEAMLSSMANHATTAN3DECK, xxxxxx1020   NY, REF NO 5xxx9502HLRAXTWYG, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
