text,label
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - INDOCHINE RESTAURANT     NEW YORK     NY,ENTERTAINMENT
PURCHASE - UBER   US MAY26 L7RXM    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - TAXI SVC NEW YORK        NEW YORK     NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - APPLE STORE #R594        BROOKLYN     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - GUNDRY MD                xxx-xxx0477  CA,LIVING-EXPENSES
PURCHASE - APPLE STORE #R594        BROOKLYN     NY,MISC
PURCHASE - QUEENS MEDALLION ENTE    LONG ISLAND CNY,LIVING-EXPENSES
PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - SEAMLSSKESTANEKEBAB      xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
GLOBAL TRANSFER WITH GB - REFERENCE NUMBER GPOVXQ6C6S,MISC
PURCHASE MADE ON 05/29/17 AT PAY@HANDY.COM MAY30 - xxxxxx0216    NY,MISC
PURCHASE ON  05/27 AT BROOKLYN HARVES - BROOKLYN     NY,MISC
PURCHASE ON  05/28 AT BROOKLYN HARVES - BROOKLYN     NY,MISC
REINVESTMENT CASH,INVESTMENTS
INTEREST EARNED CASH,MISC
Dividend,MISC
ONLINE PAYMENT TO    ACCOUNT  xxxxxxx5225 ON 06/01 - REFERENCE NO: IBxx1516,TRANSFER
ONLINE TRANSFER TO   SAVINGS  xxxxxxx1063 ON 06/01 - REFERENCE NO: IBxx2735,TRANSFER
PURCHASE - APPLE STORE #R594        BROOKLYN     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - GUNDRY MD                xxx-xxx0477  CA,LIVING-EXPENSES
PURCHASE MADE ON 05/30/17 AT ABA TURKISH RESTAURANT - NEW YORK      NY,ENTERTAINMENT
PURCHASE - APPLE STORE #R594        BROOKLYN     NY,MISC
PURCHASE - QUEENS MEDALLION ENTE    LONG ISLAND CNY,LIVING-EXPENSES
PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - SEAMLSSKESTANEKEBAB      xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE ON  05/31 AT BROOKLYN HARVES - BROOKLYN     NY,LIVING-EXPENSES
FOREIGN TAX PAID ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
REBATE OF ATM SURCHARGE FOR 05/24/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 05/13/17 WITHDRAWAL,MISC
PURCHASE REVERSAL - SALE REVERSAL,LIVING-EXPENSES
PURCHASE REVERSAL - SALE REVERSAL,LIVING-EXPENSES
REBATE OF ATM SURCHARGE FOR 05/21/17 WITHDRAWAL,MISC
PURCHASE REVERSAL - SALE REVERSAL,LIVING-EXPENSES
DIVIDEND RECEIVED ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
PURCHASE REVERSAL - SALE REVERSAL,LIVING-EXPENSES
PURCHASE REVERSAL - SALE REVERSAL,LIVING-EXPENSES
PURCHASE REVERSAL - SALE REVERSAL,LIVING-EXPENSES
PURCHASE REVERSAL - SALE REVERSAL,LIVING-EXPENSES
PURCHASE REVERSAL - SALE REVERSAL,LIVING-EXPENSES
PURCHASE REVERSAL - SALE REVERSAL,LIVING-EXPENSES
Payroll Contribution,MISC
ONLINE TRANSFER FROM CHECKING xxxxxxx8911 ON 06/01 - REFERENCE NO: IBxx2735,TRANSFER
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PAYMENT TO NORTH 4TH PLACE-WEB PMTS,LIVING-EXPENSES
PAYMENT - PAYMENT - THANK YOU,TRANSFER
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PAYPAL *KISSAN INT       xxxxxx7733   CA,MISC
PURCHASE - SQU*SQ *HONEST CHOPS     NEW YORK     NY,LIVING-EXPENSES
CASH WITHDRAWAL ON  06/04 AT 1 NORTH 4TH PLACE - BROOKLYN     NY,MISC
PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,MISC
PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,MISC
PURCHASE - SEAMLSSMOHARANIINDIAN    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE MADE ON 06/02/17 AT PAY@HANDY.COM MAY30TIP - xxxxxx0216    NY,MISC
PURCHASE - UBER   US JUN03 7I6D4    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - SQU*SQ *VAN LEEUWEN AR   BROOKLYN     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - ZIPCAR INC.              xxxxxxx7227  MA,LIVING-EXPENSES
PURCHASE - AMAZON VIDEO ON DEMAND   AMZN.COM/BILLWA,MISC
"33RECD CHIP BANK OF AMERICA N.A.*ORG:1/SOCIETE GENERALE - SECURITIES SERVI,3/FR/x4308 NANTES CE*OGB:SOCIETE GENERA",INCOME
PURCHASE - VERIZON*ONETIMEPAY       800-VERIZON  FL,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PAYPAL *PORTALBURNL      xxxxxx7733   CA,MISC
PURCHASE - PP*KADAMPA NYC           NEW YORK     NY,SUBSCRIPTION
PURCHASE - UBER FR JUN06 DHH2I HE   HELP.UBER.COMNL,LIVING-EXPENSES
FEDERAL TAX WITHHELD,MISC
"INTEREST PAID FROM 05/07/17 THROUGH 06/06/17 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE             $3,800.71",MISC
INTEREST EARNED AND PAID FROM 05/05/17 - THROUGH 06/06/17 INCLUSIVE,MISC
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 06/08 - REFERENCE NO: IBxx3345,MISC
PURCHASE - UBER FR JUN08 EWTW4 HE   HELP.UBER.COMNL,MISC
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
"INTEREST PAID FROM 05/09/17 THROUGH 06/08/17 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE            $63,926.54",MISC
PURCHASE - UBER FR JUN08 IS7GO HE   HELP.UBER.COMNL,MISC
PURCHASE - UBER FR JUN09 AH3K5 HE   HELP.UBER.COMNL,LIVING-EXPENSES
PURCHASE - XL AIRWA xxxxxxxxxx4226  WASHINGTON DCDC,MISC
PURCHASE - BLIND BARBER NY 2        BROOKLYN     NY,LIFESTYLE
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - UBER FR JUN09 UDHRK HE   HELP.UBER.COMNL,LIVING-EXPENSES
RETURN - SCOTCH & SODA 121        BROOKLYN     NY,LIFESTYLE
MISCELLANEOUS,MISC
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 06/12 - REFERENCE NO: IBxx5834,MISC
PURCHASE - TEA & SYMPATHY           NEW YORK     NY,ENTERTAINMENT
CASH WITHDRAWAL ON  06/11 AT 1 NORTH 4TH PLACE - BROOKLYN     NY,MISC
CASH WITHDRAWAL ON  06/12 AT HSBC ATM - 250 PARK AVE             NEW YORK     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - UBER   US JUN10 M6WEN    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER FR JUN10 6X2TI HE   HELP.UBER.COMNL,LIVING-EXPENSES
PURCHASE - WWW.FANCY.COM            xxxxxx9895   NY,MISC
PURCHASE - LYFT   *RIDE THU 11PM    xxxxxx0278   CA,LIVING-EXPENSES
PURCHASE - SKILLSHARE               xxxxxx6223   NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PAYPAL *LORIPAILET       xxxxxx7733   CA,MISC
PURCHASE - PP*KADAMPA NYC           NEW YORK     NY,SUBSCRIPTION
PURCHASE - UBER   US JUN12 6TWUV    xxxxxx8996   CA,LIVING-EXPENSES
DEPOSIT FROM HSBC ONLINE-P2P,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - BLOSSOM ICE CREAM        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - 16 HANDLES WILLIAMSBUR   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - CHARLES TYRWHITT -       NEW YORK     NY,ENTERTAINMENT
PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
Payroll Contribution,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PURCHASE - INT*IN *DIJIFI LIFE IN   xxx-xxx2447  NY,MISC
PAYMENT TO CON ED OF NY-INTELL CK,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - ETSY.COM                 BROOKLYN     NY,MISC
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - AMAZON.COM AMZN.COM/BI   AMZN.COM/BILLWA,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SUR LA TABLE DIRECT      xxxxxxx0852  WA,MISC
PURCHASE - GOLF CLUB                NEW YORK     NY,MISC
PURCHASE - GOLF CLUB                NEW YORK     NY,MISC
PURCHASE - EB WSJS SAM WALKER ON    xxxxxx7200   CA,MISC
PURCHASE - ZABLOZKI S BAR           BROOKLYN     NY,ENTERTAINMENT
PURCHASE - PAYPAL *KINGII           xxxxxx7733   CA,MISC
PURCHASE - AT&T*BILL PAYMENT        xxxxxxx0500  TX,PHONE
PURCHASE - J CREW                   xxxxxxx0258  VA,MISC
PURCHASE - NETFLIX.COM              NETFLIX.COM  CA,SUBSCRIPTION
DEPOSIT FROM VENMO-CASHOUT,TRANSFER
PAYMENT TO VENMO-PAYMENT,TRANSFER
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 06/22 - REFERENCE NO: IBxx0810,MISC
PURCHASE - ORIGINAL PENGUIN 661     NEW YORK     NY,ENTERTAINMENT
PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,MISC
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - AMAZON.COM AMZN.COM/BI   AMZN.COM/BILLWA,MISC
PURCHASE - HLU*HULU 8xxxx483-U      HULU.COM/BILLCA,SUBSCRIPTION
PURCHASE - EQUINOX MOTO #xxx        xxx-xxx-6549 NY,LIFESTYLE
PURCHASE - BLIND BARBER NY 2        BROOKLYN     NY,LIFESTYLE
PURCHASE - SQ *HONEST CHOPS         NEW YORK     NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - NYC FERRY BY HORNBLOWE   NEW YORK     NY,LIVING-EXPENSES
PURCHASE - IKEA BROOKLYN            BROOKLYN     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQ *VAN LEEUWEN ART      BROOKLYN     NY,MISC
PURCHASE - PURE LION LIGHTING INC   BROOKLYN     NY,MISC
PURCHASE - 16 HANDLES WILLIAMSBUR   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - SPOTIFY USA              NEW YORK     NY,SUBSCRIPTION
PURCHASE - UPWORKESCROW*1.84-8.16   MOUNTAIN VIEWCA,MISC
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
PURCHASE - NYC FERRY BY HORNBLOWE   NEW YORK     NY,LIVING-EXPENSES
PURCHASE - NYC FERRY BY HORNBLOWE   NEW YORK     NY,LIVING-EXPENSES
PURCHASE - UPWORKESCROW*1.84-8.16   MOUNTAIN VIEWCA,MISC
PURCHASE - PIER WINES               BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PIER WINES               BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SEAMLSSDUMONTBURGER      xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PP*KADAMPA NYC           NEW YORK     NY,SUBSCRIPTION
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
DEPOSIT FROM VENMO-CASHOUT,TRANSFER
DEPOSIT FROM SG AMERICAS SECU-DIRECT PAY,INCOME
PAYMENT TO PAYPAL-INST XFER,TRANSFER
PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - RIDE BROOKLYN WILLIAMS   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - SQU*SQ *DELANEY CHICKE   NEW YORK     NY,MISC
PURCHASE - SQ *TOBY'S ESTATE C      NEW YORK     NY,MISC
DEPOSIT FROM VENMO-CASHOUT,TRANSFER
PURCHASE - VERIZON*RECURRING PAY    800-VERIZON  FL,LIVING-EXPENSES
PURCHASE - PAY@HANDY.COM JUN29      xxxxxx0216   NY,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - SQ *TOBY'S ESTATE C      NEW YORK     NY,MISC
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - D J*WALL-ST-JOURNAL      xxx-xxx-7625 MA,SUBSCRIPTION
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
REINVESTMENT CASH,INVESTMENTS
INTEREST EARNED CASH,MISC
RETURN - PURE LION LIGHTING INC   BROOKLYN     NY,MISC
PURCHASE - PAY@HANDY.COM JUN29TIP   xxxxxx0216   NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
ONLINE PAYMENT TO    ACCOUNT  xxxxxxx5225 ON 07/03 - REFERENCE NO: IBxx2039,TRANSFER
ONLINE TRANSFER TO   CHECKING xxxxxxx8911 ON 07/03 - REFERENCE NO: IBxx1930,TRANSFER
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 07/03 - REFERENCE NO: IBxx3314,TRANSFER
ONLINE TRANSFER TO   CHECKING xxxxxxx8911 ON 07/03 - REFERENCE NO: IBxx5907,TRANSFER
CASH WITHDRAWAL ON  06/30 AT 1 NORTH 4TH PLACE - BROOKLYN     NY,MISC
PURCHASE - HAMILTON WINE HOUSE      NEW YORK     NY,ENTERTAINMENT
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - SQ *MANHATTANVILLE       NEW YORK     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
RETURN - UPWORKESCROW*1.84-8.16   MOUNTAIN VIEWCA,MISC
REBATE OF ATM SURCHARGE FOR 06/11/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 06/04/17 WITHDRAWAL,MISC
RETURN - UPWORKESCROW*1.84-8.16   MOUNTAIN VIEWCA,MISC
ONLINE TRANSFER FROM SAVINGS  xxxxxxx3237 ON 07/03 - REFERENCE NO: IBxx5907,TRANSFER
ONLINE TRANSFER FROM SAVINGS  xxxxxxx1063 ON 07/03 - REFERENCE NO: IBxx1930,TRANSFER
PURCHASE - EUROPEAN WAX CENTER      NEW YORK     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - IPHONE CITIZENSONELOAN   BRIDGEPORT   CT,PHONE
PURCHASE - PP*KADAMPA NYC           NEW YORK     NY,SUBSCRIPTION
PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - ZIPCAR INC.              xxxxxxx7227  MA,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
PAYMENT - PAYMENT - THANK YOU,TRANSFER
PAYMENT TO NORTH 4TH PLACE-WEB PMTS,LIVING-EXPENSES
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PIER WINES               BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
"INTEREST PAID FROM 06/07/17 THROUGH 07/06/17 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE             $4,556.71",MISC
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
FEDERAL TAX WITHHELD,MISC
INTEREST EARNED AND PAID FROM 06/07/17 - THROUGH 07/07/17 INCLUSIVE,MISC
"INTEREST PAID FROM 06/09/17 THROUGH 07/08/17 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE            $63,504.99",MISC
PURCHASE - BLIND BARBER NY 2        BROOKLYN     NY,LIFESTYLE
PURCHASE - LCA*LABCORP PHONE        xxx-xxx-6167 NC,LIVING-EXPENSES
PURCHASE - DAINOBU                  NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - DONNYBROOK               NEW YORK     NY,ENTERTAINMENT
PURCHASE - PIER WINES               BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE ON  07/08 AT 150 STANTON STREET - NEW YORK     NY,MISC
PURCHASE - SQU*SQ *CAPRICES BY SO   NEW YORK     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
DIVIDEND RECEIVED WHOLE FOODS MKT INC,INVESTMENTS
ATM OR OTHER ELECTRONIC BANKING TRANSACTION,MISC
ATM OR OTHER ELECTRONIC BANKING TRANSACTION,MISC
PURCHASE - SEAMLSSMANHATTAN3DECK    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SKILLSHARE SKILLSHARE    xxxxxx6223   NY,SUBSCRIPTION
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
CASH WITHDRAWAL ON  07/13 AT 64 FULTON ST - NEW YORK     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
"PURCHASE - LYNDA.COM, INC.          xxx-xxx9632  CA",MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PURCHASE - LEA WINE BAR - PARK AV   NEW YORK     NY,ENTERTAINMENT
PURCHASE - ADIDAS ONLINE STORE      xxxxxxx9337  OR,MISC
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - ADIDAS ONLINE STORE      xxxxxxx9337  OR,MISC
PURCHASE - GUNDRY MD                xxx-xxx0477  CA,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
CASH WITHDRAWAL ON  07/15 AT 1 NORTH 4TH PLACE - BROOKLYN     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PAYPAL *READYSET         xxxxxx7733   BC,MISC
PURCHASE - MAGGIE S PLACE           NEW YORK     NY,ENTERTAINMENT
PURCHASE - SETMORE                  xxxxxx3560   OR,MISC
PURCHASE - UBER TECHNOLOGIES INC    xxx-xxx-1039 CA,LIVING-EXPENSES
PURCHASE - SQU*SQ *BOBA GUYS LOWE   NEW YORK     NY,MISC
PURCHASE - SOUNDCLOUD INC           SAN FRANCISCOCA,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS HOU x0236       NEW YORK     NY,LIVING-EXPENSES
DEPOSIT FROM PAYPAL-TRANSFER,MISC
DEPOSIT FROM VENMO-CASHOUT,TRANSFER
PAYMENT TO CON ED OF NY-INTELL CK,LIVING-EXPENSES
PURCHASE - SEAMLSSNIMBOODAINDIAC    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SEAMLSSMANHATTAN3DECK    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - STARBUCKS STORE x7370    NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
RETURN - ADIDAS 6525              NEW YORK     NY,LIFESTYLE
PURCHASE - INSTACART                xxxxxx7822   CA,LIVING-EXPENSES
ACCOUNT VERIFICATION LETTER,MISC
PURCHASE - SQU*SQ *METRO LOBBY ST   NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - NIKE.COM                 xxx-xxx-6453 OR,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - 1 N4 VALET               xxxxxxx9110  NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - AT&T*BILL PAYMENT        xxxxxxx0500  TX,PHONE
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - NETFLIX.COM              NETFLIX.COM  CA,SUBSCRIPTION
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT PAY,INCOME
PURCHASE - LEA WINE BAR - PARK AV   NEW YORK     NY,ENTERTAINMENT
PURCHASE - IPHONE CITIZENSONELOAN   BRIDGEPORT   CT,PHONE
PURCHASE - TST* GREGORY S COFFEE    NEW YORK CITYNY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - TST* GREGORY S COFFEE    NEW YORK CITYNY,MISC
PURCHASE - EQUINOX MOTO #xxx        xxx-xxx-6549 NY,LIFESTYLE
PURCHASE - BLIND BARBER NY          NEW YORK     NY,LIFESTYLE
PURCHASE - LORELEY RESTAURANT       NEW YORK     NY,ENTERTAINMENT
PURCHASE - BOILERMAKER              NEW YORK     NY,ENTERTAINMENT
PURCHASE - TAXI SVC LONG ISLAND C   LONG ISLAND CNY,LIVING-EXPENSES
TELEPHONE TRANSFER TO   xxxxxx4475,MISC
PURCHASE - UBER   US JUL22 FHY6U    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   US JUL22 MQ6M6    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   US JUL23 RBLFP    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - ARC CHICKEN              NEW YORK     NY,LIVING-EXPENSES
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQ *BLUE BOTTLE COF      BROOKLYN     NY,MISC
PURCHASE - UBER TECHNOLOGIES INC    xxx-xxx-1039 CA,LIVING-EXPENSES
PURCHASE - WHOLEFDS HOU x0236       NEW YORK     NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
DIVIDEND RECEIVED MCCORMICK &CO INC COM NON VTG (MKC),INVESTMENTS
PAYMENT TO HSBC BANK USA NA-CARD PYMNT,MISC
PURCHASE - GREEN CARD MEDICAL EXA   NEW YORK     NY,MISC
